"","D4_Feces_515F_806R_01","D4_Feces_515F_806R_02","D4_Feces_515F_806R_03","D4_Feces_515F_806R_04","D4_Feces_tr515F_806R_01","D4_Feces_tr515F_806R_02","D4_Feces_tr515F_806R_03","D4_Feces_tr515F_806R_04","D4_Feces_V1-tr515F_806R_01","D4_Feces_V1-tr515F_806R_02","D4_Feces_V1-tr515F_806R_03","D4_Feces_V1-tr515F_806R_04","D4_Feces_V2-tr515F_806R_01","D4_Feces_V2-tr515F_806R_02","D4_Feces_V2-tr515F_806R_03","D4_Feces_V2-tr515F_806R_04","D4_Feces_V3-tr515F_806R_01","D4_Feces_V3-tr515F_806R_02","D4_Feces_V3-tr515F_806R_03","D4_Feces_V3-tr515F_806R_04","D4_Feces_V4-tr515F_806R_01","D4_Feces_V4-tr515F_806R_02","D4_Feces_V4-tr515F_806R_03","D4_Feces_V4-tr515F_806R_04","D4_Feces_V5-tr515F_806R_01","D4_Feces_V5-tr515F_806R_02","D4_Feces_V5-tr515F_806R_03","D4_Feces_V5-tr515F_806R_04","D4_Feces_V6-tr515F_806R_01","D4_Feces_V6-tr515F_806R_02","D4_Feces_V6-tr515F_806R_03","D4_Feces_V6-tr515F_806R_04","D4_Feces_V7-tr515F_806R_01","D4_Feces_V7-tr515F_806R_02","D4_Feces_V7-tr515F_806R_03","D4_Feces_V7-tr515F_806R_04","D4_Feces_V8-tr515F_806R_01","D4_Feces_V8-tr515F_806R_02","D4_Feces_V8-tr515F_806R_03","D4_Feces_V8-tr515F_806R_04","D6_Skin_515F_806R_01","D6_Skin_515F_806R_02","D6_Skin_515F_806R_03","D6_Skin_515F_806R_04","D6_Skin_tr515F_806R_01","D6_Skin_tr515F_806R_02","D6_Skin_tr515F_806R_03","D6_Skin_tr515F_806R_04","D6_Skin_V1-tr515F_806R_01","D6_Skin_V1-tr515F_806R_02","D6_Skin_V1-tr515F_806R_03","D6_Skin_V1-tr515F_806R_04","D6_Skin_V2-tr515F_806R_01","D6_Skin_V2-tr515F_806R_02","D6_Skin_V2-tr515F_806R_03","D6_Skin_V2-tr515F_806R_04","D6_Skin_V3-tr515F_806R_01","D6_Skin_V3-tr515F_806R_02","D6_Skin_V3-tr515F_806R_03","D6_Skin_V4-tr515F_806R_01","D6_Skin_V4-tr515F_806R_02","D6_Skin_V4-tr515F_806R_03","D6_Skin_V4-tr515F_806R_04","D6_Skin_V5-tr515F_806R_01","D6_Skin_V5-tr515F_806R_02","D6_Skin_V5-tr515F_806R_03","D6_Skin_V5-tr515F_806R_04","D6_Skin_V6-tr515F_806R_01","D6_Skin_V6-tr515F_806R_02","D6_Skin_V6-tr515F_806R_03","D6_Skin_V6-tr515F_806R_04","D6_Skin_V7-tr515F_806R_01","D6_Skin_V7-tr515F_806R_02","D6_Skin_V7-tr515F_806R_03","D6_Skin_V7-tr515F_806R_04","D6_Skin_V8-tr515F_806R_01","D6_Skin_V8-tr515F_806R_02","D6_Skin_V8-tr515F_806R_03","D6_Skin_V8-tr515F_806R_04","D7_Soil_515F_806R_01","D7_Soil_515F_806R_02","D7_Soil_515F_806R_03","D7_Soil_515F_806R_04","D7_Soil_tr515F_806R_01","D7_Soil_tr515F_806R_02","D7_Soil_tr515F_806R_03","D7_Soil_tr515F_806R_04","D7_Soil_V1-tr515F_806R_01","D7_Soil_V1-tr515F_806R_02","D7_Soil_V1-tr515F_806R_03","D7_Soil_V1-tr515F_806R_04","D7_Soil_V2-tr515F_806R_01","D7_Soil_V2-tr515F_806R_02","D7_Soil_V2-tr515F_806R_03","D7_Soil_V2-tr515F_806R_04","D7_Soil_V3-tr515F_806R_01","D7_Soil_V3-tr515F_806R_02","D7_Soil_V3-tr515F_806R_03","D7_Soil_V3-tr515F_806R_04","D7_Soil_V4-tr515F_806R_01","D7_Soil_V4-tr515F_806R_02","D7_Soil_V4-tr515F_806R_03","D7_Soil_V5-tr515F_806R_01","D7_Soil_V5-tr515F_806R_02","D7_Soil_V5-tr515F_806R_03","D7_Soil_V5-tr515F_806R_04","D7_Soil_V6-tr515F_806R_01","D7_Soil_V6-tr515F_806R_02","D7_Soil_V6-tr515F_806R_03","D7_Soil_V6-tr515F_806R_04","D7_Soil_V7-tr515F_806R_01","D7_Soil_V7-tr515F_806R_02","D7_Soil_V7-tr515F_806R_03","D7_Soil_V7-tr515F_806R_04","D7_Soil_V8-tr515F_806R_01","D7_Soil_V8-tr515F_806R_02","D7_Soil_V8-tr515F_806R_03","D7_Soil_V8-tr515F_806R_04","D5_Wastewater_515F_806R_01","D5_Wastewater_515F_806R_02","D5_Wastewater_515F_806R_03","D5_Wastewater_515F_806R_04","D5_Wastewater_tr515F_806R_01","D5_Wastewater_tr515F_806R_02","D5_Wastewater_tr515F_806R_03","D5_Wastewater_tr515F_806R_04","D5_Wastewater_V1-tr515F_806R_01","D5_Wastewater_V1-tr515F_806R_02","D5_Wastewater_V1-tr515F_806R_03","D5_Wastewater_V1-tr515F_806R_04","D5_Wastewater_V2-tr515F_806R_01","D5_Wastewater_V2-tr515F_806R_02","D5_Wastewater_V2-tr515F_806R_03","D5_Wastewater_V2-tr515F_806R_04","D5_Wastewater_V3-tr515F_806R_01","D5_Wastewater_V3-tr515F_806R_02","D5_Wastewater_V3-tr515F_806R_04","D5_Wastewater_V4-tr515F_806R_01","D5_Wastewater_V4-tr515F_806R_02","D5_Wastewater_V4-tr515F_806R_03","D5_Wastewater_V4-tr515F_806R_04","D5_Wastewater_V5-tr515F_806R_01","D5_Wastewater_V5-tr515F_806R_02","D5_Wastewater_V5-tr515F_806R_03","D5_Wastewater_V5-tr515F_806R_04","D5_Wastewater_V6-tr515F_806R_02","D5_Wastewater_V6-tr515F_806R_03","D5_Wastewater_V6-tr515F_806R_04","D5_Wastewater_V7-tr515F_806R_01","D5_Wastewater_V7-tr515F_806R_02","D5_Wastewater_V7-tr515F_806R_03","D5_Wastewater_V8-tr515F_806R_01","D5_Wastewater_V8-tr515F_806R_02","D5_Wastewater_V8-tr515F_806R_03","D5_Wastewater_V8-tr515F_806R_04"
"d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Anaerofilum",29,27,27,23,28,28,19,20,0,0,3,43,23,12,21,21,10,10,29,19,10,16,12,17,21,25,25,12,15,31,5,18,15,22,19,30,10,27,10,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__Muribaculaceae",27236,27906,25869,27267,29414,29021,28316,27966,22146,22569,23365,24271,24623,24028,25043,25163,28571,28332,28104,29900,25135,25440,25392,26259,29786,29574,29105,28261,9773,9684,10209,10430,28162,28259,27810,27275,33180,32263,33129,34678,0,1,0,0,9,0,5,0,645,0,0,0,0,0,0,14,0,198,0,0,4,0,0,0,17,0,0,0,72,80,0,0,0,6,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,185,221,198,219,227,216,183,216,388,367,137,80,215,189,173,200,200,292,100,181,172,209,181,236,226,206,252,134,114,68,274,267,191,208,203,209,241
"d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Marinifilaceae;g__Butyricimonas",21,22,15,20,13,23,13,15,85,0,9,2,8,13,16,10,4,7,6,7,8,15,19,19,17,21,7,22,3,0,8,0,9,10,14,11,13,18,19,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,50,59,59,91,87,66,79,1,0,282,49,90,77,90,61,152,171,76,88,58,87,77,65,106,93,60,5,43,15,73,49,55,135,68,87,104
"d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;__",4333,4438,4509,4419,3943,4139,4127,3963,3444,3465,4279,2792,3922,3864,4034,3963,3150,3094,3479,3325,4197,4125,3991,3994,3929,4058,4055,4045,3673,3771,3687,3784,4034,3942,4041,4082,3344,3580,3367,3277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,88,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,48,65,84,76,78,69,57,18,195,3,65,78,79,83,67,161,16,21,59,97,61,65,81,78,49,62,129,119,39,37,69,95,53,67,86,68
"d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;__;__",247,220,247,247,302,270,291,289,214,249,167,385,218,219,248,266,264,214,297,427,235,231,234,267,262,290,281,273,203,288,251,294,258,270,278,299,251,269,302,252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,13,16,12,9,17,15,12,2,17,0,12,10,6,10,5,14,0,13,6,16,9,6,7,7,16,7,5,18,20,6,8,9,11,14,22,18
"d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Corynebacteriales;f__Corynebacteriaceae;g__Corynebacterium",6,9,7,7,4,7,5,5,2,1,0,0,7,3,6,3,0,3,0,8,0,3,5,9,7,9,5,3,5,7,9,16,14,0,0,6,5,11,6,7,51145,49980,52081,50830,49500,51892,50776,53193,37955,40130,35318,35858,50426,51406,51042,51459,38326,39587,40463,49282,51839,52898,50490,53968,52164,51196,52384,50543,50731,49218,50355,53439,55523,53901,54437,52763,53119,53733,53168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,11,6,13,8,9,7,9,0,0,0,119,10,9,10,11,18,0,9,6,6,11,5,7,8,7,2,0,0,5,6,13,6,15,15,1,17
"d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides",3166,3210,2770,3242,3315,3227,3197,3441,2969,2392,2597,2341,2599,2758,2566,2739,3333,3097,2959,3165,2555,2541,2616,2924,3447,3347,3286,3320,993,1034,1030,1007,3027,3114,2942,2964,3326,3005,3157,3266,0,3,0,2,10,6,8,12,232,0,105,0,2,1,0,0,50,0,0,8,6,2,2,10,10,1,6,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11525,11283,11296,11402,11547,11678,11326,11661,12584,9291,10869,11637,12179,12571,12008,12481,11998,12645,12552,11124,11230,11201,11549,12568,12625,12535,12137,5717,5933,5552,12224,11239,12017,11352,11466,11309,11386
"d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__[Eubacterium]_coprostanoligenes_group;g__[Eubacterium]_coprostanoligenes_group",1484,1433,1561,1440,1359,1386,1406,1392,1279,1319,1325,1292,1558,1472,1509,1447,1108,1457,1190,1296,1536,1421,1509,1558,1447,1359,1434,1501,746,770,848,691,1479,1464,1522,1504,1257,1285,1395,1423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,472,448,417,386,384,361,377,353,565,183,293,581,362,422,371,423,296,201,185,349,357,415,367,359,383,397,420,392,373,286,389,388,376,262,277,247,323
"d__Archaea;__;__;__;__;__",0,0,0,0,0,0,0,0,33,14,56,18,0,0,0,0,0,2,4,32,0,0,0,0,0,0,0,0,2,8,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,19,217,344,184,0,0,0,0,0,4,14,11,0,0,0,0,0,0,0,16,6,4,19,0,0,1,0,2,0,2,0,0,0,0,0,0,0,0,0,43,14,88,50,0,0,0,0,7,2,77,0,0,0,0,0,0,0,0,2,2,5,0,0,0,5,0,0,0
"d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Lactococcus",161,165,148,142,216,193,188,200,353,172,144,314,215,213,220,203,220,123,127,227,214,193,192,208,209,224,204,211,127,120,132,124,174,181,190,197,231,230,193,166,10,16,19,2,11,14,8,3,0,2,3,0,20,2,13,11,20,0,0,10,20,18,10,10,4,17,3,0,11,2,4,7,12,16,11,10,25,11,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,15,3,8,11,14,22,20,0,7,62,0,16,25,13,9,43,0,1,15,7,19,9,16,11,21,18,27,20,41,20,11,5,13,15,13,13
"d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lachnoclostridium",375,390,387,366,328,357,361,379,254,282,154,580,317,392,339,351,306,303,229,286,345,358,404,343,336,343,356,295,282,250,285,288,356,379,370,313,378,367,346,343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136,192,134,122,149,146,175,127,36,132,17,112,127,131,129,136,71,227,103,130,123,118,141,107,106,147,146,185,285,165,121,153,146,159,134,179,123
"d__Bacteria;p__Desulfobacterota;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Desulfovibrio",294,257,247,289,311,261,305,300,30,45,106,222,254,252,251,252,124,108,168,197,232,264,253,263,296,292,313,311,42,87,119,75,307,236,270,242,267,238,307,269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,88,44,49,55,24,57,43,0,350,54,32,55,35,47,34,36,35,69,48,64,36,35,47,51,32,40,15,18,26,48,54,45,56,89,87,50
"d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__UCG-010;g__UCG-010",610,647,665,606,629,562,639,631,466,680,328,471,547,537,506,578,414,441,524,348,597,563,504,564,635,587,558,629,1021,1093,894,1020,561,598,639,602,498,485,519,469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,75,41,57,57,75,76,48,238,65,1,44,56,37,59,45,98,62,15,65,55,63,48,66,68,51,84,172,169,143,65,72,67,44,31,24,51
"d__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridia_UCG-014;f__Clostridia_UCG-014;g__Clostridia_UCG-014",5943,5814,6110,6254,6366,6265,6542,6740,8030,7205,6521,6489,7219,7031,6919,6859,5966,6023,6225,5976,6760,6808,6622,6680,6585,6601,6510,6672,3014,2896,2548,2773,6585,6679,6656,6949,6674,6770,6888,6713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,293,321,295,269,293,354,323,277,110,142,116,325,295,272,367,321,84,127,172,253,307,344,274,240,328,319,306,172,224,284,288,302,313,210,212,273,223
"d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides",197,211,168,176,188,212,171,165,84,219,186,103,173,193,142,150,146,224,138,185,179,176,173,206,171,223,200,177,57,84,48,115,189,152,208,190,187,188,208,243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1502,1529,1442,1528,1597,1504,1521,1607,1218,1581,1439,1271,1694,1626,1613,1735,1945,1632,1823,1642,1644,1510,1483,1757,1700,1741,1617,1155,912,991,1616,1589,1444,1526,1609,1608,1476
"d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;__",14,19,20,15,21,14,11,27,2,12,4,12,15,21,23,20,21,0,20,18,16,23,13,19,25,11,27,21,0,0,5,0,18,16,20,22,15,19,17,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;__;__",2,1,2,0,2,0,2,3,0,0,0,4,0,4,3,0,0,0,0,6,3,2,6,2,0,2,8,7,3,2,0,0,2,5,2,4,2,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"d__Bacteria;p__Firmicutes;c__Clostridia;o__Peptostreptococcales-Tissierellales;f__Anaerovoracaceae;__",98,106,105,117,115,94,93,102,152,70,227,44,109,112,98,87,55,142,95,91,97,83,75,94,99,92,81,107,62,60,79,43,73,88,95,86,84,78,111,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,8,9,12,8,10,6,8,0,0,0,0,9,15,7,2,0,0,0,0,5,4,0,8,6,2,6,2,40,8,5,7,11,10,1,2,0
"d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__UCG-005",357,374,370,401,381,416,383,371,433,371,539,445,431,388,376,377,424,449,387,235,369,424,416,334,362,413,414,345,336,392,314,353,338,389,383,364,357,454,397,365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,410,414,442,448,354,331,381,374,180,282,236,200,337,333,339,342,98,273,234,324,347,314,380,386,376,363,405,636,726,715,413,420,374,323,348,321,253
"d__Bacteria;p__Firmicutes;c__Bacilli;__;__;__",5454,5216,5395,5305,5487,5023,5195,5069,4439,5442,5897,4643,5383,5465,5623,5731,5219,4766,5051,4701,5518,5434,5541,5653,5093,5196,5134,5122,966,910,777,918,5240,5370,5302,5123,5654,5631,5796,5460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,18,33,44,1,9,1,7,0,0,0,0,0,4,0,0,0,0,0,0,3,10,2,0,5,0,5,0,0,0,0,0,2,8,7,0,1,0,0,8,5,5,3,8,2,6,3,0,0,0,0,7,12,2,11,0,0,2,6,4,7,6,14,10,5,4,2,26,3,6,4,7,9,4,3,7
"d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Rikenella",143,163,109,125,145,155,153,128,70,212,250,82,122,92,100,110,132,188,183,142,125,127,104,112,172,173,144,137,69,29,54,28,120,135,131,135,132,137,181,184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Alloprevotella",224,184,228,194,270,272,258,247,572,280,415,225,225,236,245,236,515,583,380,452,239,203,272,228,270,284,239,268,140,146,145,184,268,247,251,293,266,267,250,228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,105,129,139,193,168,148,136,155,412,482,232,150,178,190,200,336,231,291,157,132,145,140,185,208,173,152,93,161,118,146,139,131,113,141,201,163
"d__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridia;f__Hungateiclostridiaceae;__",3,5,3,6,12,7,0,3,0,6,2,0,1,6,9,8,0,4,4,15,4,13,0,5,5,10,1,8,0,4,0,0,4,6,1,5,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,28,26,21,32,6,20,20,7,0,0,7,28,9,13,7,0,0,2,12,41,22,4,17,19,51,12,9,2,8,6,29,29,29,7,0,19,25,11,2,1,4,3,4,3,0,1,0,0,13,0,1,1,2,7,0,0,0,0,6,6,0,4,2,0,0,0,0,0,5,2,5,0,3,0,0
"d__Bacteria;p__Desulfobacterota;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Bilophila",138,130,121,140,152,130,116,139,44,69,135,119,104,118,103,117,254,106,64,101,122,105,125,139,155,141,119,129,40,57,32,45,127,131,131,158,121,97,168,182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,53,67,58,62,39,66,43,3,0,24,19,61,52,35,62,72,6,73,51,37,36,30,71,37,59,30,61,17,75,27,45,35,38,47,47,42
"d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__NK4A214_group",1913,1987,2032,1940,1831,1867,1870,1796,1804,1924,1716,2359,2173,2077,2125,2101,1417,1404,1807,1730,2008,1994,2015,1961,1858,1772,1894,1863,1776,1829,1797,1943,1844,1892,1792,1849,1625,1712,1742,1726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,218,170,213,183,186,171,173,172,61,155,359,25,179,174,199,153,191,110,204,171,190,155,213,194,175,164,198,433,286,222,197,210,195,124,118,99,91
"d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Oscillibacter",762,794,775,756,744,736,797,787,593,578,680,750,663,724,718,765,430,420,612,490,680,640,722,678,779,743,768,733,559,580,566,653,803,768,691,651,535,585,560,535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,53,68,40,60,56,56,54,0,14,0,51,74,69,42,46,19,60,11,20,50,35,52,69,37,71,41,57,118,96,48,52,41,44,23,32,38
"d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus",9,18,19,15,12,23,17,22,89,5,6,21,8,14,8,5,21,14,0,40,9,19,6,13,11,7,12,20,6,8,6,11,20,16,15,18,12,17,6,18,210,157,199,194,243,251,214,235,211,172,97,382,257,202,217,210,135,560,231,272,252,246,252,236,212,209,209,191,218,134,154,234,220,184,183,249,242,303,279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,394,413,409,445,460,411,408,410,496,267,325,311,436,455,428,473,401,494,402,455,431,514,396,442,466,376,375,621,532,734,402,403,404,519,382,437,433
"d__Bacteria;p__Firmicutes;__;__;__;__",6,1,2,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,3,2,5,7,8,12,0,0,0,0,5,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
