"","D4_Feces_515F_806R_01","D4_Feces_515F_806R_02","D4_Feces_515F_806R_03","D4_Feces_515F_806R_04","D4_Feces_tr515F_806R_01","D4_Feces_tr515F_806R_02","D4_Feces_tr515F_806R_03","D4_Feces_tr515F_806R_04","D4_Feces_V1-tr515F_806R_01","D4_Feces_V1-tr515F_806R_02","D4_Feces_V1-tr515F_806R_03","D4_Feces_V1-tr515F_806R_04","D4_Feces_V2-tr515F_806R_01","D4_Feces_V2-tr515F_806R_02","D4_Feces_V2-tr515F_806R_03","D4_Feces_V2-tr515F_806R_04","D4_Feces_V3-tr515F_806R_01","D4_Feces_V3-tr515F_806R_02","D4_Feces_V3-tr515F_806R_03","D4_Feces_V3-tr515F_806R_04","D4_Feces_V4-tr515F_806R_01","D4_Feces_V4-tr515F_806R_02","D4_Feces_V4-tr515F_806R_03","D4_Feces_V4-tr515F_806R_04","D4_Feces_V5-tr515F_806R_01","D4_Feces_V5-tr515F_806R_02","D4_Feces_V5-tr515F_806R_03","D4_Feces_V5-tr515F_806R_04","D4_Feces_V6-tr515F_806R_01","D4_Feces_V6-tr515F_806R_02","D4_Feces_V6-tr515F_806R_03","D4_Feces_V6-tr515F_806R_04","D4_Feces_V7-tr515F_806R_01","D4_Feces_V7-tr515F_806R_02","D4_Feces_V7-tr515F_806R_03","D4_Feces_V7-tr515F_806R_04","D4_Feces_V8-tr515F_806R_01","D4_Feces_V8-tr515F_806R_02","D4_Feces_V8-tr515F_806R_03","D4_Feces_V8-tr515F_806R_04","D6_Skin_515F_806R_01","D6_Skin_515F_806R_02","D6_Skin_515F_806R_03","D6_Skin_515F_806R_04","D6_Skin_tr515F_806R_01","D6_Skin_tr515F_806R_02","D6_Skin_tr515F_806R_03","D6_Skin_tr515F_806R_04","D6_Skin_V1-tr515F_806R_01","D6_Skin_V1-tr515F_806R_02","D6_Skin_V1-tr515F_806R_03","D6_Skin_V1-tr515F_806R_04","D6_Skin_V2-tr515F_806R_01","D6_Skin_V2-tr515F_806R_02","D6_Skin_V2-tr515F_806R_03","D6_Skin_V2-tr515F_806R_04","D6_Skin_V3-tr515F_806R_01","D6_Skin_V3-tr515F_806R_02","D6_Skin_V3-tr515F_806R_03","D6_Skin_V4-tr515F_806R_01","D6_Skin_V4-tr515F_806R_02","D6_Skin_V4-tr515F_806R_03","D6_Skin_V4-tr515F_806R_04","D6_Skin_V5-tr515F_806R_01","D6_Skin_V5-tr515F_806R_02","D6_Skin_V5-tr515F_806R_03","D6_Skin_V5-tr515F_806R_04","D6_Skin_V6-tr515F_806R_01","D6_Skin_V6-tr515F_806R_02","D6_Skin_V6-tr515F_806R_03","D6_Skin_V6-tr515F_806R_04","D6_Skin_V7-tr515F_806R_01","D6_Skin_V7-tr515F_806R_02","D6_Skin_V7-tr515F_806R_03","D6_Skin_V7-tr515F_806R_04","D6_Skin_V8-tr515F_806R_01","D6_Skin_V8-tr515F_806R_02","D6_Skin_V8-tr515F_806R_03","D6_Skin_V8-tr515F_806R_04","D7_Soil_515F_806R_01","D7_Soil_515F_806R_02","D7_Soil_515F_806R_03","D7_Soil_515F_806R_04","D7_Soil_tr515F_806R_01","D7_Soil_tr515F_806R_02","D7_Soil_tr515F_806R_03","D7_Soil_tr515F_806R_04","D7_Soil_V1-tr515F_806R_01","D7_Soil_V1-tr515F_806R_02","D7_Soil_V1-tr515F_806R_03","D7_Soil_V1-tr515F_806R_04","D7_Soil_V2-tr515F_806R_01","D7_Soil_V2-tr515F_806R_02","D7_Soil_V2-tr515F_806R_03","D7_Soil_V2-tr515F_806R_04","D7_Soil_V3-tr515F_806R_01","D7_Soil_V3-tr515F_806R_02","D7_Soil_V3-tr515F_806R_03","D7_Soil_V3-tr515F_806R_04","D7_Soil_V4-tr515F_806R_01","D7_Soil_V4-tr515F_806R_02","D7_Soil_V4-tr515F_806R_03","D7_Soil_V5-tr515F_806R_01","D7_Soil_V5-tr515F_806R_02","D7_Soil_V5-tr515F_806R_03","D7_Soil_V5-tr515F_806R_04","D7_Soil_V6-tr515F_806R_01","D7_Soil_V6-tr515F_806R_02","D7_Soil_V6-tr515F_806R_03","D7_Soil_V6-tr515F_806R_04","D7_Soil_V7-tr515F_806R_01","D7_Soil_V7-tr515F_806R_02","D7_Soil_V7-tr515F_806R_03","D7_Soil_V7-tr515F_806R_04","D7_Soil_V8-tr515F_806R_01","D7_Soil_V8-tr515F_806R_02","D7_Soil_V8-tr515F_806R_03","D7_Soil_V8-tr515F_806R_04","D5_Wastewater_515F_806R_01","D5_Wastewater_515F_806R_02","D5_Wastewater_515F_806R_03","D5_Wastewater_515F_806R_04","D5_Wastewater_tr515F_806R_01","D5_Wastewater_tr515F_806R_02","D5_Wastewater_tr515F_806R_03","D5_Wastewater_tr515F_806R_04","D5_Wastewater_V1-tr515F_806R_01","D5_Wastewater_V1-tr515F_806R_02","D5_Wastewater_V1-tr515F_806R_03","D5_Wastewater_V1-tr515F_806R_04","D5_Wastewater_V2-tr515F_806R_01","D5_Wastewater_V2-tr515F_806R_02","D5_Wastewater_V2-tr515F_806R_03","D5_Wastewater_V2-tr515F_806R_04","D5_Wastewater_V3-tr515F_806R_01","D5_Wastewater_V3-tr515F_806R_02","D5_Wastewater_V3-tr515F_806R_04","D5_Wastewater_V4-tr515F_806R_01","D5_Wastewater_V4-tr515F_806R_02","D5_Wastewater_V4-tr515F_806R_03","D5_Wastewater_V4-tr515F_806R_04","D5_Wastewater_V5-tr515F_806R_01","D5_Wastewater_V5-tr515F_806R_02","D5_Wastewater_V5-tr515F_806R_03","D5_Wastewater_V5-tr515F_806R_04","D5_Wastewater_V6-tr515F_806R_02","D5_Wastewater_V6-tr515F_806R_03","D5_Wastewater_V6-tr515F_806R_04","D5_Wastewater_V7-tr515F_806R_01","D5_Wastewater_V7-tr515F_806R_02","D5_Wastewater_V7-tr515F_806R_03","D5_Wastewater_V8-tr515F_806R_01","D5_Wastewater_V8-tr515F_806R_02","D5_Wastewater_V8-tr515F_806R_03","D5_Wastewater_V8-tr515F_806R_04"
"d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Corynebacteriales;f__Corynebacteriaceae",10,5,6,3,6,4,4,4,0,2,0,0,11,3,3,5,0,4,0,5,0,6,6,8,7,7,2,6,5,6,7,22,14,3,0,3,6,11,10,9,51398,50475,52452,51464,49857,51776,51186,53166,37998,40237,35563,36001,50709,51787,51397,51756,38660,40009,40655,49630,52196,53233,50787,54349,52534,51509,52728,50839,51085,49475,50623,53762,55854,54254,54665,53120,53440,54034,53562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,4,10,16,4,8,6,0,0,0,109,9,9,7,10,14,0,7,6,6,11,5,10,8,5,3,0,0,9,4,8,4,15,16,0,29
"d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae",3174,3254,2846,3253,3438,3240,3257,3340,3006,2349,2726,2274,2538,2715,2580,2746,3274,3015,2993,3127,2650,2500,2692,2931,3456,3325,3269,3361,1004,1059,1055,932,2980,3074,3028,2947,3397,2981,3113,3263,2,3,0,3,16,11,5,6,233,0,92,0,5,1,0,0,44,0,0,6,5,1,4,10,8,3,5,0,0,0,0,0,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11532,11274,11300,11417,11507,11678,11326,11652,12580,9364,10867,11636,12171,12568,12016,12469,12000,12643,12561,11121,11230,11187,11542,12571,12624,12542,12145,5651,5881,5644,12228,11259,12002,11342,11463,11311,11415
"d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__[Eubacterium]_coprostanoligenes_group",1475,1420,1575,1482,1356,1439,1380,1399,1321,1361,1343,1311,1534,1369,1410,1449,1079,1431,1196,1347,1522,1439,1495,1544,1442,1431,1422,1472,766,728,824,665,1505,1453,1515,1510,1241,1271,1369,1394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,464,453,459,386,368,392,397,376,558,209,316,623,359,382,361,405,311,183,194,366,375,394,415,359,386,383,423,377,363,298,359,359,358,276,278,247,302
"d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae",237,333,240,336,320,279,321,300,239,176,100,209,270,223,250,242,191,251,144,119,278,270,259,294,282,285,275,354,72,69,28,57,324,298,287,268,212,235,288,261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,22,35,28,20,39,34,36,50,24,12,5,34,27,27,27,7,10,23,17,50,17,27,25,28,34,45,32,3,14,37,37,28,11,18,53,22
"d__Archaea;__;__;__;__",0,0,0,0,0,0,0,0,30,17,57,10,0,0,0,0,0,7,5,34,0,0,0,0,0,0,0,0,2,7,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,1,0,0,18,203,348,180,0,0,0,0,0,4,11,12,0,0,0,0,0,0,0,19,7,5,13,0,0,2,0,2,0,2,0,0,0,0,0,0,1,0,0,35,13,84,41,0,0,0,0,7,4,71,0,0,0,0,0,0,0,0,2,0,3,0,0,0,4,0,0,0
"d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae",147,191,181,171,198,209,200,216,482,158,156,365,234,205,224,221,251,123,120,277,214,220,202,222,217,216,211,233,157,146,143,147,206,203,208,221,249,245,195,192,224,186,227,193,244,282,210,227,195,155,95,382,270,203,250,232,160,547,211,285,237,255,257,239,208,234,208,197,257,153,152,226,238,205,211,268,255,282,278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,385,422,404,390,444,392,447,434,474,245,385,293,425,493,432,495,465,475,419,467,444,500,409,442,452,367,425,650,542,788,437,459,411,558,388,479,456
"d__Bacteria;p__Desulfobacterota;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfovibrionaceae",511,488,475,527,576,532,568,586,94,128,275,372,473,400,450,455,446,312,322,341,392,450,433,496,553,557,527,541,107,156,171,142,538,467,465,515,469,447,598,581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,114,126,110,128,89,123,104,1,391,75,69,119,102,69,93,118,69,131,101,113,91,72,124,97,111,75,64,28,96,83,103,85,89,143,131,101
"d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__UCG-010",589,595,682,623,598,563,624,590,468,713,313,468,536,550,502,562,431,396,470,339,577,552,509,549,630,601,577,625,955,1008,902,1060,568,612,618,606,480,501,525,477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,83,49,59,40,55,66,53,213,77,4,46,65,50,64,55,97,65,20,64,59,70,47,61,74,49,79,166,166,157,66,58,82,48,34,22,45
"d__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridia_UCG-014;f__Clostridia_UCG-014",6049,6026,6014,6174,6279,6506,6354,6515,7988,7279,6391,6338,7151,7214,6924,6822,5988,6012,6011,6033,6771,6784,6645,6661,6564,6626,6500,6669,2936,2872,2602,2907,6626,6676,6655,6887,6658,6797,6774,6802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,277,325,311,280,292,323,303,298,107,138,136,336,330,299,360,297,80,121,198,262,290,286,260,255,326,314,308,160,226,292,273,315,350,253,211,278,257
"d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae",193,195,159,202,176,199,203,174,92,265,181,94,179,185,137,149,139,233,135,181,171,172,169,209,171,204,172,182,72,74,59,112,198,142,193,197,185,177,188,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1947,2014,1894,1941,1993,2143,2060,2052,1605,2517,2034,1925,2184,2107,2200,2264,2458,2321,2314,2120,2104,1949,1910,2335,2254,2294,2122,1398,1201,1279,2128,2089,2039,2049,2070,1926,1905
"d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae",1957,1814,1973,1988,1913,1886,1902,1985,1419,2235,1615,2012,2082,2215,2136,2056,1926,1678,1700,1792,2104,2058,2131,2135,1944,1898,1942,1954,1012,1132,1007,1149,1864,2019,1847,2002,1808,1708,1756,1758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,60,75,57,61,53,41,41,37,2,4,0,33,47,42,68,20,38,10,6,32,52,54,61,80,36,43,41,11,12,0,66,53,49,56,51,43,38,46,289,304,327,310,308,264,283,283,145,456,76,523,307,353,317,340,214,201,335,326,309,256,333,356,337,356,294,226,249,207,299,306,352,229,299,207,213
"d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;__",5,4,3,4,0,0,2,2,0,0,0,6,0,6,2,3,0,0,0,7,2,4,5,2,0,2,2,9,4,1,0,1,2,3,3,5,3,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"d__Bacteria;p__Firmicutes;c__Clostridia;o__Peptostreptococcales-Tissierellales;f__Anaerovoracaceae",223,230,223,246,212,174,221,223,360,110,370,176,214,233,195,211,136,210,187,152,181,212,190,211,217,197,216,207,96,125,126,123,185,175,199,198,182,190,198,196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,38,39,52,27,52,39,35,0,2,76,19,40,40,36,22,0,3,10,37,33,52,43,38,65,50,27,15,54,12,46,56,38,12,45,38,12
"d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae",16,21,16,20,7,17,15,11,8,8,12,0,14,15,19,7,11,6,2,1,20,24,9,15,22,12,18,18,4,1,1,2,17,15,6,15,20,15,18,15,1,2,4,2,0,1,6,0,0,7,0,0,0,0,0,2,0,0,4,2,5,0,8,7,2,4,2,13,2,0,16,6,1,3,0,3,0,3,4,432,410,438,433,495,526,494,383,134,68,211,691,449,474,538,530,239,73,189,90,374,418,420,597,499,388,468,197,187,212,222,506,378,422,417,347,397,418,529,8298,8051,8272,8316,8610,8365,8322,8671,8356,8225,8606,9231,8786,7996,9000,8606,11123,10175,10750,8161,8777,8514,8383,9311,9082,9324,8871,8981,8849,8378,8485,8620,8600,8689,8528,8620,8595
"d__Bacteria;p__Firmicutes;c__Bacilli;__;__",5287,5353,5345,5406,5211,5097,5240,5207,4378,5456,5784,4747,5505,5495,5670,5735,5279,4810,5135,4608,5434,5405,5528,5681,5073,5199,5101,5236,905,887,769,950,5251,5365,5297,5107,5683,5553,5850,5566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,25,30,29,1,8,0,2,0,0,0,0,0,3,0,0,0,0,0,0,3,10,2,0,2,0,5,0,0,0,0,1,3,7,7,0,2,0,0,10,4,3,5,10,2,11,4,0,0,0,0,6,12,5,7,0,0,4,4,4,5,5,15,10,5,5,1,33,2,3,3,6,5,4,5,8
"d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae",6009,6034,5978,5858,8158,7617,7619,7339,11449,10766,11353,11063,4679,4644,4626,4650,12492,12480,12568,12107,4545,4566,4747,5091,8061,7810,7395,7018,4090,3829,3853,4158,7251,6788,6484,6431,6088,6250,5861,6036,26,18,8,11,6,15,10,12,146,17,5,9,18,8,25,4,25,0,0,11,17,3,12,9,12,18,16,30,9,13,0,16,16,20,6,5,3,5,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2109,2019,2082,2018,2605,2641,2587,2660,3180,3995,4568,4071,2674,2858,2708,2889,4564,4445,4983,2403,2352,2323,2367,2950,2824,2810,2718,1804,2019,1908,2735,2733,2560,2112,2187,2241,2290
"d__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridia;f__Hungateiclostridiaceae",3,12,11,8,6,12,14,8,0,5,1,0,3,9,9,16,0,2,3,18,13,11,7,3,4,11,6,13,0,7,5,16,14,7,7,20,0,5,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,38,64,32,72,25,63,32,8,0,81,4,38,34,36,41,0,28,2,36,61,33,38,66,44,73,44,8,38,7,5,36,40,45,42,31,45,34,56,11,12,23,2,12,15,4,3,86,0,10,0,5,6,5,12,0,29,12,2,9,10,2,8,9,8,5,4,6,1,12,5,5,0,7,4,0
"d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Propionibacteriales;f__Propionibacteriaceae",0,0,0,1,5,11,8,7,0,0,0,0,0,2,3,1,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,2,5,7,13,2,0,5,0,4773,4702,4672,4721,6408,5970,5793,4907,5043,5402,4949,5444,6041,6033,6162,6272,5671,5776,5556,6054,6372,5590,5479,5891,5564,5731,5682,4711,4656,4695,4972,5467,5455,5215,4689,6652,6940,6626,6793,1737,1541,1493,1448,2088,1811,1599,1365,1531,1786,1231,1693,2003,2001,2024,2222,363,445,444,596,1753,1775,1875,2018,1802,1703,1678,789,873,889,784,1846,1637,1511,1351,1737,1735,1731,2030,240,233,191,214,288,241,265,266,61,164,174,96,299,276,291,295,224,164,298,249,256,248,280,230,257,262,289,246,202,223,219,256,245,285,261,280,245
"d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Atopobiaceae",9,3,9,13,6,10,12,13,0,0,2,1,7,11,10,14,0,2,1,0,6,3,7,6,11,7,12,17,6,0,8,2,4,7,13,10,7,4,3,3,4,2,6,8,6,5,5,4,0,0,0,0,0,3,11,4,0,0,0,7,3,8,6,0,6,0,4,17,0,0,8,10,8,10,4,2,12,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,13,1,5,7,16,7,5,0,0,0,12,17,12,9,21,20,0,6,9,8,15,4,7,17,17,1,0,30,0,8,7,3,7,0,1,9
"d__Bacteria;p__Patescibacteria;c__Saccharimonadia;o__Saccharimonadales;f__Saccharimonadaceae",309,208,266,289,355,353,359,385,138,81,130,171,235,265,250,275,242,351,254,239,287,266,270,319,367,378,334,352,195,253,219,205,270,374,322,306,149,160,206,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,96,90,102,166,134,135,125,0,7,47,1,103,139,131,156,17,27,7,62,81,165,126,143,164,102,109,2,40,11,37,124,99,116,111,54,87,23,45,6,8,12,3,20,12,13,8,0,0,0,0,4,10,13,7,0,0,0,15,4,8,4,11,7,0,5,3,30,6,13,1,8,0,4,0,0
"d__Bacteria;p__Firmicutes;c__Clostridia;o__Peptostreptococcales-Tissierellales;f__Peptostreptococcaceae",2534,2349,2770,2549,2243,2350,2291,2273,2845,2024,2392,2457,2575,2639,2618,2607,2434,2092,1992,2273,2627,2571,2550,2577,2300,2207,2348,2243,1308,1170,1162,1154,2382,2304,2466,2393,2198,2124,2202,2179,0,0,1,0,0,0,0,0,0,0,0,227,0,0,0,0,0,0,45,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,216,167,175,205,174,167,141,169,124,48,90,52,167,234,176,182,47,18,33,83,147,164,168,193,171,177,170,41,61,71,53,200,163,169,134,109,151,75,122,933,960,927,884,781,752,738,794,743,966,482,684,901,846,765,787,682,381,507,886,825,861,839,734,757,731,778,1058,992,851,821,744,918,585,535,676,587
"d__Bacteria;p__Firmicutes;c__Bacilli;o__Mycoplasmatales;f__Mycoplasmataceae",43,54,38,53,0,3,1,1,0,0,0,4,0,2,1,1,0,0,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,107,76,120,124,7,6,2,7,4,0,0,5,6,6,4,4,0,0,0,0,0,0,1,14,0,6,3,0,0,0,0,10,9,4,12,0,0,0,0,76,91,70,100,7,2,2,7,0,0,0,0,10,7,7,11,0,0,0,0,0,2,0,4,0,1,0,0,0,0,0,7,6,15,8,0,0,0,0,41,62,25,50,2,1,3,4,0,0,25,0,3,4,2,2,0,0,0,0,3,0,0,4,0,6,3,0,0,0,7,5,12,0,0,0,0
"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae",22,20,29,23,44,22,38,26,0,0,7,3,29,24,25,24,9,5,45,10,23,26,27,19,29,23,30,19,0,5,0,7,24,31,32,20,24,27,45,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,32,38,25,42,39,31,14,15,0,41,15,47,29,37,24,6,0,8,6,32,31,42,39,21,36,18,5,0,0,2,32,23,33,20,57,20,42,37,1150,1385,1298,1339,1353,1222,1236,1272,893,702,875,841,1154,1239,1128,1147,1330,1191,1110,1257,1089,1233,1187,1119,1100,1026,1114,716,572,530,1116,1148,1242,1702,1413,1482,1475
"d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Akkermansiaceae",1006,1005,938,1008,1363,1230,1240,1283,1044,966,1456,1255,1111,1010,996,1079,1041,1246,1130,1239,977,1033,1019,1005,1438,1274,1239,1250,1105,931,912,837,1298,1206,1159,1148,941,728,824,910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,168,127,153,151,168,151,176,194,101,379,41,49,186,157,222,208,172,142,202,163,169,166,185,161,231,172,193,183,272,232,158,204,215,76,130,140,131
"d__Bacteria;p__Cyanobacteria;c__Vampirivibrionia;o__Gastranaerophilales;f__Gastranaerophilales",76,90,89,116,106,84,133,129,108,103,14,33,92,101,100,79,83,78,70,91,107,95,118,109,104,115,118,130,26,35,38,31,139,78,121,98,112,107,167,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,66,63,58,91,51,68,85,6,0,47,12,50,59,77,87,19,30,53,58,57,87,63,67,82,60,84,48,16,41,67,84,89,50,64,55,106
"d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae",16944,17229,17574,17039,16921,16918,16632,16550,13248,16137,15667,14862,18254,18678,18459,19097,14296,13879,14088,13965,17825,17402,18141,18009,16421,16788,16688,16456,9264,8973,9272,9551,16761,16590,16608,16671,15326,16526,15818,15228,19,19,18,20,23,18,26,25,24,0,0,431,30,27,11,17,14,0,7,9,28,28,27,10,7,15,19,18,3,6,18,21,16,25,10,27,49,11,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,62,72,66,71,47,49,51,28,0,29,164,64,63,72,78,10,85,6,57,75,68,56,84,85,59,64,24,126,74,61,54,54,72,76,48,56
"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Sutterellaceae",182,219,180,194,211,211,240,196,188,249,228,151,167,162,176,168,150,132,123,198,221,196,192,190,211,199,232,188,27,29,50,11,153,197,195,180,169,177,194,212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,84,64,57,102,91,74,70,124,4,0,251,75,70,70,54,15,7,28,48,82,68,50,65,79,73,102,53,28,35,58,74,48,66,86,43,43,22,91,176,220,209,220,187,195,177,169,265,172,151,53,175,238,186,168,121,103,146,164,214,214,196,208,205,182,179,185,172,133,214,187,198,180,186,180,177
"d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Defluviitaleaceae",34,42,46,42,32,50,26,52,19,3,3,5,41,41,32,26,29,62,23,10,52,33,40,47,33,55,51,62,14,6,6,0,53,32,43,45,19,32,29,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
